Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
"Los Angeles Kings","2014/03/24  @ PHI","PHI","1","1","0","0","0","2","3","2","41","32","0","4","0.0","4","0","100.0","24","39","38.1"
"Colorado Avalanche","2013/11/02  vs. MTL","MTL","1","1","0","0","0","2","4","1","31","30","0","2","0.0","3","1","66.7","35","39","47.3"
"Pittsburgh Penguins","2013/10/30  vs. BOS","BOS","1","1","0","0","0","2","3","2","31","23","1","2","50.0","1","0","100.0","23","30","43.4"
"Buffalo Sabres","2014/03/03  @ DAL","DAL","1","0","1","0","0","0","2","3","23","39","0","1","0.0","6","1","83.3","28","31","47.4"
"Phoenix Coyotes","2014/03/20  vs. FLA","FLA","1","1","0","0","0","2","2","1","22","23","1","1","100.0","3","0","100.0","34","15","69.4"
"Carolina Hurricanes","2013/12/10  @ EDM","EDM","1","0","0","0","1","1","4","5","28","29","1","1","100.0","3","1","66.7","36","34","51.4"
"Washington Capitals","2014/01/19  @ NYR","NYR","1","0","1","0","0","0","1","4","25","26","1","4","25.0","5","1","80.0","22","30","42.3"
"Chicago Blackhawks","2014/01/22  @ DET","DET","1","0","0","0","1","1","4","4","35","31","1","4","25.0","4","0","100.0","44","24","64.7"
"New Jersey Devils","2014/01/21  vs. STL","STL","1","1","0","0","0","2","7","1","23","27","3","4","75.0","3","0","100.0","20","33","37.7"
"Los Angeles Kings","2013/10/17  @ NSH","NSH","1","1","0","0","0","2","1","1","30","35","0","4","0.0","4","0","100.0","26","34","43.3"
"Nashville Predators","2014/03/14  @ CHI","CHI","1","1","0","0","0","2","3","2","29","33","1","2","50.0","1","0","100.0","25","36","41.0"
"Chicago Blackhawks","2013/10/26  vs. MIN","MIN","1","0","1","0","0","0","3","5","36","25","1","7","14.3","5","1","80.0","29","28","50.9"
"Winnipeg Jets","2014/03/16  vs. DAL","DAL","1","1","0","0","0","2","7","2","34","27","1","6","16.7","2","0","100.0","36","35","50.7"
"Anaheim Ducks","2013/11/15  @ CAR","CAR","1","0","0","0","1","1","2","2","30","23","1","3","33.3","3","1","66.7","30","38","44.1"
"Anaheim Ducks","2014/01/21  vs. WPG","WPG","1","0","1","0","0","0","2","3","42","21","1","4","25.0","2","0","100.0","37","25","59.7"
"San Jose Sharks","2013/11/27  vs. LAK","LAK","1","1","0","0","0","2","2","2","40","40","0","3","0.0","4","0","100.0","33","26","55.9"
"Pittsburgh Penguins","2013/11/13  vs. PHI","PHI","1","0","1","0","0","0","1","2","31","21","1","4","25.0","2","1","50.0","27","34","44.3"
"Philadelphia Flyers","2013/12/07  @ DAL","DAL","1","0","1","0","0","0","1","5","28","34","0","5","0.0","5","0","100.0","34","33","50.7"
"Dallas Stars","2014/01/10  @ NYR","NYR","1","0","1","0","0","0","2","3","26","34","0","1","0.0","2","1","50.0","28","45","38.4"
"Philadelphia Flyers","2014/03/15  vs. PIT","PIT","1","1","0","0","0","2","4","0","40","25","1","4","25.0","5","0","100.0","31","24","56.4"
"Ottawa Senators","2014/03/02  @ VAN","VAN","1","1","0","0","0","2","4","2","28","31","1","3","33.3","3","1","66.7","29","36","44.6"
"Tampa Bay Lightning","2013/11/12  @ MTL","MTL","1","1","0","0","0","2","1","1","45","29","0","4","0.0","3","0","100.0","33","31","51.6"
"Phoenix Coyotes","2014/03/06  vs. MTL","MTL","1","1","0","0","0","2","5","2","23","26","2","3","66.7","5","1","80.0","25","24","51.0"
"Tampa Bay Lightning","2013/10/29  @ NJD","NJD","1","0","1","0","0","0","1","2","17","22","1","4","25.0","2","0","100.0","23","30","43.4"
"Boston Bruins","2014/02/08  vs. OTT","OTT","1","1","0","0","0","2","7","2","42","28","1","4","25.0","3","1","66.7","31","27","53.4"
"Winnipeg Jets","2013/11/02  vs. CHI","CHI","1","0","1","0","0","0","1","5","27","25","0","1","0.0","2","0","100.0","31","32","49.2"
"Calgary Flames","2014/04/09  vs. LAK","LAK","1","1","0","0","0","2","3","3","18","44","0","0","0.0","0","0","0.0","21","38","35.6"
"Pittsburgh Penguins","2014/01/07  @ VAN","VAN","1","1","0","0","0","2","4","4","35","26","0","2","0.0","2","0","100.0","30","34","46.9"
"New Jersey Devils","2014/02/07  vs. EDM","EDM","1","1","0","0","0","2","2","1","24","20","0","3","0.0","3","0","100.0","12","27","30.8"
"Tampa Bay Lightning","2014/02/06  vs. TOR","TOR","1","0","1","0","0","0","1","4","34","36","0","1","0.0","1","0","100.0","44","22","66.7"
"Montréal Canadiens","2014/03/20  vs. CBJ","CBJ","1","0","1","0","0","0","2","3","27","40","1","3","33.3","8","0","100.0","32","39","45.1"
"Winnipeg Jets","2013/12/23  @ EDM","EDM","1","0","1","0","0","0","2","6","20","30","1","4","25.0","8","2","75.0","24","36","40.0"
"Calgary Flames","2014/04/07  @ NJD","NJD","1","1","0","0","0","2","1","0","22","31","1","5","20.0","3","0","100.0","24","31","43.6"
"Toronto Maple Leafs","2013/10/12  vs. EDM","EDM","1","1","0","0","0","2","6","5","26","31","1","3","33.3","4","1","75.0","24","36","40.0"
"Columbus Blue Jackets","2013/11/25  @ TOR","TOR","1","1","0","0","0","2","6","0","22","18","2","4","50.0","1","0","100.0","28","24","53.8"
"Pittsburgh Penguins","2013/11/16  @ NJD","NJD","1","0","1","0","0","0","1","4","28","22","0","4","0.0","3","0","100.0","26","19","57.8"
"Florida Panthers","2013/10/27  vs. TBL","TBL","1","0","0","0","1","1","3","3","32","28","0","4","0.0","3","1","66.7","31","31","50.0"
"Winnipeg Jets","2014/04/07  vs. MIN","MIN","1","0","1","0","0","0","0","1","24","17","0","4","0.0","3","0","100.0","23","27","46.0"
"Florida Panthers","2014/01/28  @ BOS","BOS","1","0","1","0","0","0","2","6","30","41","1","2","50.0","5","1","80.0","34","38","47.2"
"Boston Bruins","2013/11/21  vs. STL","STL","1","0","0","0","1","1","2","2","31","26","0","1","0.0","1","0","100.0","34","29","54.0"
"New York Islanders","2013/11/12  vs. NSH","NSH","1","1","0","0","0","2","3","1","33","33","1","5","20.0","2","0","100.0","22","38","36.7"
"Chicago Blackhawks","2013/10/19  vs. TOR","TOR","1","1","0","0","0","2","3","1","40","20","1","3","33.3","5","1","80.0","30","24","55.6"
"Boston Bruins","2014/03/01  vs. WSH","WSH","1","0","1","0","0","0","2","4","38","31","1","5","20.0","6","2","66.7","38","25","60.3"
"Winnipeg Jets","2014/01/26  @ CHI","CHI","1","1","0","0","0","2","3","1","21","35","0","1","0.0","3","0","100.0","24","31","43.6"
"Tampa Bay Lightning","2013/12/07  vs. WPG","WPG","1","0","0","0","1","1","1","2","29","36","0","1","0.0","3","0","100.0","25","35","41.7"
"Philadelphia Flyers","2014/03/02  @ WSH","WSH","1","1","0","0","0","2","5","4","36","29","2","4","50.0","6","0","100.0","37","23","61.7"
"Boston Bruins","2014/03/29  @ WSH","WSH","1","1","0","0","0","2","4","2","36","33","2","4","50.0","3","0","100.0","35","30","53.8"
"Chicago Blackhawks","2013/10/12  vs. BUF","BUF","1","1","0","0","0","2","2","1","40","29","1","5","20.0","3","0","100.0","34","25","57.6"
"Chicago Blackhawks","2013/11/25  @ EDM","EDM","1","1","0","0","0","2","5","1","27","25","1","4","25.0","3","0","100.0","31","28","52.5"
"Carolina Hurricanes","2014/03/11  vs. NYR","NYR","1","1","0","0","0","2","3","1","35","25","0","4","0.0","3","0","100.0","36","24","60.0"
"New York Islanders","2014/03/18  vs. MIN","MIN","1","0","1","0","0","0","0","6","36","22","0","3","0.0","3","1","66.7","26","34","43.3"
"Columbus Blue Jackets","2014/02/03  @ ANA","ANA","1","1","0","0","0","2","4","2","33","36","2","5","40.0","2","0","100.0","31","30","50.8"
"Boston Bruins","2013/12/08  @ TOR","TOR","1","1","0","0","0","2","5","2","39","32","2","3","66.7","4","0","100.0","33","39","45.8"
"Chicago Blackhawks","2014/03/19  vs. STL","STL","1","1","0","0","0","2","4","0","30","23","2","3","66.7","3","0","100.0","34","27","55.7"
"Montréal Canadiens","2014/01/18  @ TOR","TOR","1","0","1","0","0","0","3","5","33","29","1","3","33.3","2","1","50.0","32","33","49.2"
"Minnesota Wild","2013/11/30  @ COL","COL","1","0","0","0","1","1","2","2","37","25","0","0","0.0","0","0","0.0","31","38","44.9"
"New York Rangers","2014/01/31  vs. NYI","NYI","1","1","0","0","0","2","4","1","37","39","0","3","0.0","3","0","100.0","36","27","57.1"
"Toronto Maple Leafs","2013/11/08  vs. NJD","NJD","1","1","0","0","0","2","1","1","28","35","1","6","16.7","3","1","66.7","31","25","55.4"
"Chicago Blackhawks","2014/03/12  @ COL","COL","1","0","1","0","0","0","2","3","39","29","0","3","0.0","4","1","75.0","35","26","57.4"
"Detroit Red Wings","2013/10/02  vs. BUF","BUF","1","1","0","0","0","2","2","1","34","20","0","3","0.0","7","0","100.0","35","23","60.3"
"New York Islanders","2013/12/14  vs. MTL","MTL","1","0","0","0","1","1","0","1","21","25","0","3","0.0","2","0","100.0","25","31","44.6"
"Vancouver Canucks","2014/01/23  vs. NSH","NSH","1","0","1","0","0","0","1","2","34","26","0","5","0.0","3","1","66.7","29","18","61.7"
"Phoenix Coyotes","2013/12/31  vs. EDM","EDM","1","1","0","0","0","2","4","3","45","25","0","2","0.0","1","0","100.0","27","32","45.8"
"Phoenix Coyotes","2013/10/08  @ NYI","NYI","1","0","1","0","0","0","1","6","34","28","0","3","0.0","6","2","66.7","27","28","49.1"
"Philadelphia Flyers","2013/12/17  vs. WSH","WSH","1","1","0","0","0","2","5","2","35","26","2","6","33.3","2","1","50.0","25","27","48.1"
"Columbus Blue Jackets","2013/11/02  vs. PIT","PIT","1","0","1","0","0","0","0","3","19","27","0","2","0.0","3","0","100.0","23","28","45.1"
"Los Angeles Kings","2014/01/23  @ ANA","ANA","1","0","1","0","0","0","1","2","31","21","0","4","0.0","5","1","80.0","38","27","58.5"
"Calgary Flames","2013/12/19  @ DET","DET","1","0","0","0","1","1","2","3","22","38","1","5","20.0","4","1","75.0","27","37","42.2"
"Carolina Hurricanes","2014/03/08  @ NJD","NJD","1","0","1","0","0","0","4","5","33","31","1","2","50.0","2","1","50.0","33","31","51.6"
"Winnipeg Jets","2014/03/17  @ STL","STL","1","0","1","0","0","0","1","3","17","25","0","1","0.0","3","1","66.7","24","35","40.7"
"Buffalo Sabres","2013/11/30  @ NJD","NJD","1","0","0","0","1","1","0","1","15","24","0","3","0.0","2","0","100.0","27","20","57.4"
"Columbus Blue Jackets","2014/01/17  vs. WSH","WSH","1","1","0","0","0","2","5","1","36","27","2","4","50.0","4","0","100.0","35","27","56.5"
"Washington Capitals","2013/11/30  @ NYI","NYI","1","1","0","0","0","2","3","2","30","39","0","1","0.0","2","0","100.0","20","28","41.7"
"Calgary Flames","2013/11/22  vs. FLA","FLA","1","1","0","0","0","2","3","3","24","26","1","2","50.0","4","0","100.0","24","34","41.4"
"Tampa Bay Lightning","2014/04/05  vs. DAL","DAL","1","0","1","0","0","0","2","5","29","28","0","4","0.0","5","0","100.0","33","26","55.9"
"Buffalo Sabres","2013/10/17  vs. VAN","VAN","1","0","1","0","0","0","0","3","25","34","0","3","0.0","3","0","100.0","28","31","47.4"
"New York Rangers","2014/02/07  @ PIT","PIT","1","1","0","0","0","2","3","3","41","29","2","5","40.0","4","2","50.0","34","34","50.0"
"Carolina Hurricanes","2014/01/19  vs. TBL","TBL","1","0","1","0","0","0","3","5","51","24","1","5","20.0","2","1","50.0","42","29","59.2"
"Vancouver Canucks","2013/10/06  @ CGY","CGY","1","1","0","0","0","2","5","4","28","36","0","1","0.0","3","0","100.0","35","24","59.3"
"Winnipeg Jets","2013/10/13  vs. NJD","NJD","1","1","0","0","0","2","3","0","35","24","0","3","0.0","5","0","100.0","34","29","54.0"
"New York Islanders","2014/04/01  vs. FLA","FLA","1","1","0","0","0","2","4","2","40","22","1","4","25.0","3","1","66.7","29","29","50.0"
"Los Angeles Kings","2014/04/05  @ VAN","VAN","1","0","1","0","0","0","1","2","26","40","1","2","50.0","6","1","83.3","29","39","42.6"
"Edmonton Oilers","2014/02/01  @ BOS","BOS","1","0","1","0","0","0","0","4","22","41","0","4","0.0","5","2","60.0","22","27","44.9"
"Colorado Avalanche","2013/11/01  @ DAL","DAL","1","1","0","0","0","2","3","2","29","29","0","4","0.0","2","0","100.0","38","27","58.5"
"New Jersey Devils","2014/04/07  vs. CGY","CGY","1","0","1","0","0","0","0","1","31","22","0","3","0.0","5","1","80.0","31","24","56.4"
"Edmonton Oilers","2013/12/23  vs. WPG","WPG","1","1","0","0","0","2","6","2","30","20","2","8","25.0","4","1","75.0","36","24","60.0"
"Tampa Bay Lightning","2013/11/29  vs. PIT","PIT","1","0","1","0","0","0","0","3","21","29","0","3","0.0","3","1","66.7","26","25","51.0"
"Winnipeg Jets","2013/11/29  @ PHI","PHI","1","0","1","0","0","0","1","2","26","34","0","6","0.0","4","0","100.0","27","33","45.0"
"Dallas Stars","2014/03/24  vs. WPG","WPG","1","1","0","0","0","2","2","1","27","33","2","4","50.0","3","1","66.7","31","41","43.1"
"Boston Bruins","2013/12/28  @ OTT","OTT","1","0","1","0","0","0","3","4","32","30","0","4","0.0","2","0","100.0","36","29","55.4"
"Ottawa Senators","2013/11/27  @ WSH","WSH","1","1","0","0","0","2","6","4","41","33","3","6","50.0","4","2","50.0","44","32","57.9"
"Colorado Avalanche","2013/10/21  @ PIT","PIT","1","1","0","0","0","2","1","0","14","34","0","3","0.0","7","0","100.0","19","32","37.3"
"Philadelphia Flyers","2013/12/04  @ DET","DET","1","1","0","0","0","2","6","3","34","35","3","3","100.0","7","1","85.7","32","40","44.4"
"Anaheim Ducks","2013/12/21  @ NYI","NYI","1","1","0","0","0","2","5","3","31","21","0","2","0.0","1","0","100.0","35","27","56.5"
"Ottawa Senators","2013/11/24  @ CAR","CAR","1","0","1","0","0","0","1","4","36","37","0","2","0.0","4","1","75.0","34","34","50.0"
"New York Rangers","2014/04/03  @ COL","COL","1","0","0","0","1","1","2","2","31","37","0","5","0.0","4","0","100.0","31","34","47.7"
"Carolina Hurricanes","2014/03/02  @ ANA","ANA","1","0","1","0","0","0","3","5","52","34","0","6","0.0","3","0","100.0","37","31","54.4"
"Dallas Stars","2014/01/23  vs. TOR","TOR","1","1","0","0","0","2","7","1","28","25","1","2","50.0","3","0","100.0","34","25","57.6"
"Buffalo Sabres","2014/01/27  @ PIT","PIT","1","0","1","0","0","0","0","3","24","34","0","3","0.0","1","0","100.0","14","31","31.1"
"Carolina Hurricanes","2014/01/18  vs. FLA","FLA","1","1","0","0","0","2","3","2","39","39","0","2","0.0","5","0","100.0","44","30","59.5"
"Toronto Maple Leafs","2014/01/20  @ PHX","PHX","1","1","0","0","0","2","4","2","29","41","2","6","33.3","4","1","75.0","32","40","44.4"
"Minnesota Wild","2013/12/12  @ SJS","SJS","1","0","1","0","0","0","1","3","30","39","0","3","0.0","7","3","57.1","29","34","46.0"
"Ottawa Senators","2014/01/30  vs. TBL","TBL","1","1","0","0","0","2","5","3","28","38","0","2","0.0","2","0","100.0","37","22","62.7"
"Columbus Blue Jackets","2014/01/18  @ BUF","BUF","1","1","0","0","0","2","3","3","35","29","1","2","50.0","4","1","75.0","25","33","43.1"
"Pittsburgh Penguins","2014/03/06  @ SJS","SJS","1","0","1","0","0","0","3","5","22","47","2","4","50.0","4","0","100.0","30","29","50.8"
"Carolina Hurricanes","2013/10/15  vs. CHI","CHI","1","0","0","0","1","1","2","2","34","36","0","4","0.0","3","0","100.0","44","29","60.3"
"Tampa Bay Lightning","2013/12/14  @ NJD","NJD","1","0","1","0","0","0","0","3","33","19","0","3","0.0","2","0","100.0","19","27","41.3"
"Los Angeles Kings","2014/01/11  vs. DET","DET","1","0","1","0","0","0","1","3","45","26","1","4","25.0","4","0","100.0","45","20","69.2"
"St. Louis Blues","2014/03/04  vs. TBL","TBL","1","1","0","0","0","2","4","2","29","17","0","2","0.0","4","1","75.0","27","27","50.0"
"Phoenix Coyotes","2014/01/30  vs. BUF","BUF","1","0","1","0","0","0","2","3","40","28","1","3","33.3","2","1","50.0","27","22","55.1"
"Pittsburgh Penguins","2014/03/27  vs. LAK","LAK","1","0","1","0","0","0","2","3","37","32","0","7","0.0","3","1","66.7","28","30","48.3"
"Columbus Blue Jackets","2014/01/04  @ STL","STL","1","0","1","0","0","0","2","6","24","37","0","1","0.0","1","0","100.0","23","32","41.8"
"San Jose Sharks","2014/01/18  @ TBL","TBL","1","1","0","0","0","2","5","4","32","29","1","2","50.0","4","2","50.0","30","39","43.5"
"Nashville Predators","2014/04/08  @ DAL","DAL","1","0","0","0","1","1","2","2","29","30","0","1","0.0","2","0","100.0","29","27","51.8"
"New York Rangers","2014/03/02  vs. BOS","BOS","1","0","1","0","0","0","3","6","42","33","1","4","25.0","0","0","0.0","30","38","44.1"
"Anaheim Ducks","2014/02/03  vs. CBJ","CBJ","1","0","1","0","0","0","2","4","36","33","0","2","0.0","5","2","60.0","30","31","49.2"
"Dallas Stars","2014/03/18  @ PIT","PIT","1","0","1","0","0","0","1","5","33","32","0","3","0.0","3","0","100.0","24","31","43.6"
"Anaheim Ducks","2013/10/29  @ PHI","PHI","1","1","0","0","0","2","3","2","37","28","0","2","0.0","3","1","66.7","27","24","52.9"
"Boston Bruins","2013/10/17  @ FLA","FLA","1","1","0","0","0","2","3","2","40","29","1","3","33.3","1","0","100.0","31","26","54.4"
"Toronto Maple Leafs","2014/01/15  vs. BUF","BUF","1","1","0","0","0","2","3","3","39","30","0","2","0.0","2","1","50.0","35","34","50.7"
"New York Rangers","2013/11/25  @ TBL","TBL","1","0","1","0","0","0","0","5","37","25","0","6","0.0","3","0","100.0","24","27","47.1"
"Chicago Blackhawks","2013/10/15  @ CAR","CAR","1","1","0","0","0","2","2","2","36","34","0","3","0.0","4","0","100.0","29","44","39.7"
"Chicago Blackhawks","2014/03/25  vs. DAL","DAL","1","1","0","0","0","2","4","2","42","27","1","3","33.3","2","0","100.0","49","22","69.0"
"Winnipeg Jets","2013/10/06  vs. ANA","ANA","1","0","1","0","0","0","2","3","17","34","1","3","33.3","4","0","100.0","24","35","40.7"
"Colorado Avalanche","2014/01/30  vs. MIN","MIN","1","1","0","0","0","2","5","4","32","35","0","4","0.0","3","1","66.7","32","33","49.2"
"Colorado Avalanche","2014/01/27  @ DAL","DAL","1","1","0","0","0","2","4","3","21","44","1","2","50.0","4","1","75.0","26","29","47.3"
"Nashville Predators","2014/03/11  @ BUF","BUF","1","1","0","0","0","2","4","1","24","25","1","1","100.0","4","1","75.0","30","30","50.0"
"Winnipeg Jets","2014/03/29  @ LAK","LAK","1","0","1","0","0","0","2","4","26","29","1","3","33.3","2","0","100.0","22","23","48.9"
"St. Louis Blues","2013/11/23  vs. DAL","DAL","1","1","0","0","0","2","6","1","25","35","1","3","33.3","3","0","100.0","35","32","52.2"
"Buffalo Sabres","2013/10/02  @ DET","DET","1","0","1","0","0","0","1","2","20","34","0","7","0.0","3","0","100.0","23","35","39.7"
"New York Islanders","2013/11/22  @ PIT","PIT","1","0","1","0","0","0","3","4","35","34","0","6","0.0","4","2","50.0","29","31","48.3"
"Philadelphia Flyers","2014/01/23  @ CBJ","CBJ","1","0","1","0","0","0","2","5","28","39","1","6","16.7","7","1","85.7","24","34","41.4"
"Washington Capitals","2013/10/05  @ DAL","DAL","1","0","1","0","0","0","1","2","26","21","1","3","33.3","2","0","100.0","27","25","51.9"
"Columbus Blue Jackets","2014/03/15  @ MIN","MIN","1","1","0","0","0","2","1","1","29","33","0","0","0.0","1","0","100.0","25","26","49.0"
"Phoenix Coyotes","2013/12/28  @ ANA","ANA","1","0","0","0","1","1","2","3","25","41","0","2","0.0","3","0","100.0","30","37","44.8"
"St. Louis Blues","2013/10/03  vs. NSH","NSH","1","1","0","0","0","2","4","2","28","30","2","4","50.0","4","0","100.0","26","27","49.1"
"Boston Bruins","2014/01/25  @ PHI","PHI","1","1","0","0","0","2","6","1","33","26","3","5","60.0","2","1","50.0","40","27","59.7"
"New Jersey Devils","2013/11/08  @ TOR","TOR","1","0","0","0","1","1","1","1","35","28","1","3","33.3","6","1","83.3","25","31","44.6"
"Pittsburgh Penguins","2013/10/15  vs. EDM","EDM","1","1","0","0","0","2","3","2","28","22","1","3","33.3","3","0","100.0","24","26","48.0"
"Columbus Blue Jackets","2013/10/27  vs. ANA","ANA","1","0","1","0","0","0","3","4","21","32","0","1","0.0","5","1","80.0","34","26","56.7"
"Washington Capitals","2013/10/01  @ CHI","CHI","1","0","1","0","0","0","4","6","32","34","3","6","50.0","4","1","75.0","29","31","48.3"
"New York Rangers","2013/12/23  vs. TOR","TOR","1","1","0","0","0","2","1","1","43","26","0","4","0.0","4","0","100.0","30","37","44.8"
"New York Rangers","2014/01/26  @ NJD","NJD","1","1","0","0","0","2","7","3","26","22","0","3","0.0","2","1","50.0","37","29","56.1"
"Phoenix Coyotes","2014/03/25  @ PIT","PIT","1","1","0","0","0","2","3","2","29","25","1","5","20.0","1","1","0.0","33","35","48.5"
"Winnipeg Jets","2014/01/18  vs. EDM","EDM","1","1","0","0","0","2","3","2","39","22","0","5","0.0","5","1","80.0","25","23","52.1"
"New Jersey Devils","2014/01/14  @ MTL","MTL","1","1","0","0","0","2","4","1","19","30","1","3","33.3","3","0","100.0","25","22","53.2"
"St. Louis Blues","2013/10/26  @ NSH","NSH","1","1","0","0","0","2","6","1","30","23","2","5","40.0","3","0","100.0","23","32","41.8"
"Calgary Flames","2014/04/13  @ VAN","VAN","1","0","1","0","0","0","1","5","22","23","0","2","0.0","4","2","50.0","18","26","40.9"
"Anaheim Ducks","2014/03/18  vs. WSH","WSH","1","0","1","0","0","0","2","3","45","30","0","5","0.0","3","2","33.3","37","35","51.4"
"Calgary Flames","2013/10/22  @ PHX","PHX","1","0","1","0","0","0","2","4","24","33","0","3","0.0","3","1","66.7","25","35","41.7"
"Tampa Bay Lightning","2013/11/09  @ DET","DET","1","1","0","0","0","2","3","2","34","27","0","3","0.0","4","0","100.0","27","28","49.1"
"Phoenix Coyotes","2014/03/02  vs. STL","STL","1","0","1","0","0","0","2","4","25","30","0","3","0.0","3","1","66.7","33","30","52.4"
"Boston Bruins","2013/12/21  vs. BUF","BUF","1","1","0","0","0","2","4","1","39","35","1","3","33.3","6","0","100.0","43","27","61.4"
"Boston Bruins","2013/12/10  @ CGY","CGY","1","1","0","0","0","2","2","1","24","27","1","3","33.3","2","0","100.0","31","14","68.9"
"Winnipeg Jets","2014/02/06  @ WSH","WSH","1","0","1","0","0","0","2","4","36","30","0","1","0.0","4","0","100.0","24","33","42.1"
"Los Angeles Kings","2014/04/09  @ CGY","CGY","1","0","0","0","1","1","3","3","44","18","0","0","0.0","0","0","0.0","38","21","64.4"
"Washington Capitals","2014/03/05  @ PHI","PHI","1","0","1","0","0","0","4","6","25","30","3","4","75.0","2","1","50.0","23","39","37.1"
"Toronto Maple Leafs","2013/11/25  vs. CBJ","CBJ","1","0","1","0","0","0","0","6","18","22","0","1","0.0","4","2","50.0","24","28","46.2"
"Winnipeg Jets","2014/03/31  @ ANA","ANA","1","0","0","0","1","1","4","5","37","36","1","3","33.3","1","1","0.0","32","43","42.7"
"Philadelphia Flyers","2013/10/29  vs. ANA","ANA","1","0","1","0","0","0","2","3","28","37","1","3","33.3","2","0","100.0","24","27","47.1"
"Winnipeg Jets","2013/12/07  @ TBL","TBL","1","1","0","0","0","2","2","1","36","29","0","3","0.0","1","0","100.0","35","25","58.3"
"New Jersey Devils","2014/03/20  vs. MIN","MIN","1","1","0","0","0","2","4","3","29","23","1","4","25.0","6","1","83.3","36","22","62.1"
"Minnesota Wild","2014/04/13  vs. NSH","NSH","1","0","1","0","0","0","3","7","29","33","1","4","25.0","4","2","50.0","26","44","37.1"
"New York Rangers","2014/01/21  vs. NYI","NYI","1","0","1","0","0","0","3","5","33","37","1","4","25.0","5","1","80.0","32","36","47.1"
"Edmonton Oilers","2013/11/07  @ TBL","TBL","1","0","1","0","0","0","2","4","40","26","1","2","50.0","2","0","100.0","26","21","55.3"
"Vancouver Canucks","2013/11/17  vs. DAL","DAL","1","0","1","0","0","0","1","2","43","23","1","5","20.0","3","0","100.0","28","34","45.2"
"Minnesota Wild","2013/12/22  @ NYR","NYR","1","0","1","0","0","0","1","4","25","36","0","2","0.0","2","1","50.0","26","28","48.1"
"Florida Panthers","2014/03/11  vs. PHX","PHX","1","0","1","0","0","0","1","3","32","26","1","5","20.0","3","1","66.7","35","29","54.7"
"Florida Panthers","2014/03/22  @ LAK","LAK","1","0","1","0","0","0","0","4","24","29","0","2","0.0","3","1","66.7","22","34","39.3"
"Boston Bruins","2013/10/24  vs. SJS","SJS","1","1","0","0","0","2","2","1","17","39","0","1","0.0","1","0","100.0","33","24","57.9"
"Minnesota Wild","2014/01/30  @ COL","COL","1","0","1","0","0","0","4","5","35","32","1","3","33.3","4","0","100.0","33","32","50.8"
"Florida Panthers","2013/10/08  @ PHI","PHI","1","0","1","0","0","0","1","2","34","30","0","5","0.0","5","0","100.0","25","26","49.0"
"Chicago Blackhawks","2013/10/17  vs. STL","STL","1","0","0","0","1","1","2","2","29","28","0","4","0.0","3","1","66.7","33","30","52.4"
"New York Islanders","2014/02/27  vs. TOR","TOR","1","1","0","0","0","2","5","4","35","22","1","4","25.0","4","0","100.0","27","34","44.3"
"Colorado Avalanche","2013/12/08  @ VAN","VAN","1","0","1","0","0","0","1","3","29","21","0","1","0.0","3","0","100.0","30","31","49.2"
"Buffalo Sabres","2013/10/23  vs. BOS","BOS","1","0","1","0","0","0","2","5","16","34","1","3","33.3","4","1","75.0","26","27","49.1"
"Minnesota Wild","2014/03/20  @ NJD","NJD","1","0","0","0","1","1","3","4","23","29","1","6","16.7","4","1","75.0","22","36","37.9"
"Los Angeles Kings","2013/10/03  @ MIN","MIN","1","1","0","0","0","2","2","2","18","29","1","3","33.3","5","1","80.0","19","32","37.3"
"Chicago Blackhawks","2014/04/03  vs. MIN","MIN","1","1","0","0","0","2","2","2","26","27","0","1","0.0","1","0","100.0","28","25","52.8"
"Winnipeg Jets","2013/12/20  vs. FLA","FLA","1","1","0","0","0","2","5","2","32","23","2","4","50.0","4","0","100.0","38","26","59.4"
"Toronto Maple Leafs","2014/03/25  vs. STL","STL","1","0","1","0","0","0","3","5","25","49","1","3","33.3","3","1","66.7","26","37","41.3"
"Toronto Maple Leafs","2014/01/23  @ DAL","DAL","1","0","1","0","0","0","1","7","25","28","0","3","0.0","2","1","50.0","25","34","42.4"
"Edmonton Oilers","2014/03/11  @ MIN","MIN","1","1","0","0","0","2","3","3","26","31","0","3","0.0","4","1","75.0","26","42","38.2"
"Buffalo Sabres","2013/12/17  vs. WPG","WPG","1","1","0","0","0","2","4","2","31","27","1","5","20.0","1","0","100.0","30","18","62.5"
"New Jersey Devils","2013/11/29  @ CAR","CAR","1","1","0","0","0","2","5","2","31","18","1","3","33.3","3","0","100.0","28","27","50.9"
"San Jose Sharks","2014/03/11  vs. TOR","TOR","1","1","0","0","0","2","6","2","48","21","0","6","0.0","2","0","100.0","48","28","63.1"
"New York Islanders","2014/01/20  vs. PHI","PHI","1","1","0","0","0","2","3","3","43","29","2","6","33.3","3","0","100.0","37","30","55.2"
"Montréal Canadiens","2013/11/27  @ BUF","BUF","1","1","0","0","0","2","3","1","31","25","2","4","50.0","2","0","100.0","31","26","54.4"
"San Jose Sharks","2013/11/07  vs. VAN","VAN","1","0","1","0","0","0","2","4","24","34","0","3","0.0","3","0","100.0","31","22","58.5"
"Edmonton Oilers","2013/12/03  vs. PHX","PHX","1","0","1","0","0","0","2","6","33","33","1","6","16.7","3","1","66.7","28","36","43.8"
